Date,STLFSI4
2012-08-10,-0.1766
2012-08-17,-0.1084
2012-08-24,-0.1635
2012-08-31,-0.0756
2012-09-07,-0.2025
2012-09-14,-0.4783
2012-09-21,-0.5296
2012-09-28,-0.2216
2012-10-05,-0.437
2012-10-12,-0.4699
2012-10-19,-0.6065
2012-10-26,-0.3508
2012-11-02,-0.3381
2012-11-09,-0.3136
2012-11-16,-0.2006
2012-11-23,-0.5374
2012-11-30,-0.4832
2012-12-07,-0.5263
2012-12-14,-0.5842
2012-12-21,-0.5677
2012-12-28,-0.3719
2013-01-04,-0.6333
2013-01-11,-0.6209
2013-01-18,-0.6381
2013-01-25,-0.6699
2013-02-01,-0.5717
2013-02-08,-0.5346
2013-02-15,-0.6707
2013-02-22,-0.6271
2013-03-01,-0.5156
2013-03-08,-0.7536
2013-03-15,-0.7893
2013-03-22,-0.5789
2013-03-29,-0.6307
2013-04-05,-0.5582
2013-04-12,-0.7282
2013-04-19,-0.4946
2013-04-26,-0.69
2013-05-03,-0.6695
2013-05-10,-0.7695
2013-05-17,-0.6155
2013-05-24,-0.5348
2013-05-31,-0.3684
2013-06-07,-0.0903
2013-06-14,-0.1504
2013-06-21,-0.1213
2013-06-28,0.0715
2013-07-05,-0.1531
2013-07-12,-0.3103
2013-07-19,-0.5174
2013-07-26,-0.4932
2013-08-02,-0.3663
2013-08-09,-0.4128
2013-08-16,-0.3747
2013-08-23,-0.1959
2013-08-30,-0.1731
2013-09-06,-0.2528
2013-09-13,-0.3307
2013-09-20,-0.4541
2013-09-27,-0.3489
2013-10-04,-0.2631
2013-10-11,-0.3968
2013-10-18,-0.5618
2013-10-25,-0.5834
2013-11-01,-0.5331
2013-11-08,-0.5146
2013-11-15,-0.5695
2013-11-22,-0.6487
2013-11-29,-0.5815
2013-12-06,-0.458
2013-12-13,-0.5074
2013-12-20,-0.5706
2013-12-27,-0.6813
2014-01-03,-0.5641
2014-01-10,-0.6432
2014-01-17,-0.6484
2014-01-24,-0.5323
2014-01-31,-0.341
2014-02-07,-0.3658
2014-02-14,-0.7002
2014-02-21,-0.5842
2014-02-28,-0.6654
2014-03-07,-0.6355
2014-03-14,-0.5699
2014-03-21,-0.6174
2014-03-28,-0.6399
2014-04-04,-0.6288
2014-04-11,-0.5302
2014-04-18,-0.6216
2014-04-25,-0.7282
2014-05-02,-0.6685
2014-05-09,-0.6729
2014-05-16,-0.7062
2014-05-23,-0.7123
2014-05-30,-0.7757
2014-06-06,-0.7846
2014-06-13,-0.8064
2014-06-20,-0.8168
2014-06-27,-0.8081
2014-07-04,-0.7776
2014-07-11,-0.7278
2014-07-18,-0.6712
2014-07-25,-0.6979
2014-08-01,-0.5704
2014-08-08,-0.4014
2014-08-15,-0.6748
2014-08-22,-0.7327
2014-08-29,-0.6713
2014-09-05,-0.6158
2014-09-12,-0.5205
2014-09-19,-0.5274
2014-09-26,-0.3627
2014-10-03,-0.3163
2014-10-10,-0.2982
2014-10-17,0.1494
2014-10-24,-0.4525
2014-10-31,-0.4771
2014-11-07,-0.4423
2014-11-14,-0.4322
2014-11-21,-0.3074
2014-11-28,-0.4091
2014-12-05,-0.2887
2014-12-12,-0.0118
2014-12-19,0.0827
2014-12-26,-0.4855
2015-01-02,-0.11
2015-01-09,0.1452
2015-01-16,0.1484
2015-01-23,-0.019
2015-01-30,0.0048
2015-02-06,-0.1733
2015-02-13,-0.2616
2015-02-20,-0.2459
2015-02-27,-0.2272
2015-03-06,-0.2679
2015-03-13,-0.1125
2015-03-20,-0.1388
2015-03-27,-0.2043
2015-04-03,-0.1876
2015-04-10,-0.3633
2015-04-17,-0.353
2015-04-24,-0.3993
2015-05-01,-0.3791
2015-05-08,-0.3217
2015-05-15,-0.2943
2015-05-22,-0.2934
2015-05-29,-0.1905
2015-06-05,-0.1929
2015-06-12,-0.2066
2015-06-19,-0.1614
2015-06-26,-0.3154
2015-07-03,0.072
2015-07-10,-0.0123
2015-07-17,-0.3395
2015-07-24,-0.1833
2015-07-31,-0.0927
2015-08-07,-0.1408
2015-08-14,-0.0474
2015-08-21,0.1774
2015-08-28,0.6738
2015-09-04,0.2889
2015-09-11,0.1822
2015-09-18,0.1967
2015-09-25,0.4249
2015-10-02,0.698
2015-10-09,0.077
2015-10-16,0.1542
2015-10-23,0.0314
2015-10-30,-0.0053
2015-11-06,-0.0805
2015-11-13,0.1327
2015-11-20,0.1046
2015-11-27,0.0494
2015-12-04,0.1284
2015-12-11,0.4609
2015-12-18,0.541
2015-12-25,0.3811
2016-01-01,0.3186
2016-01-08,0.7034
2016-01-15,0.8714
2016-01-22,0.9859
2016-01-29,0.5409
2016-02-05,0.7167
2016-02-12,1.2555
2016-02-19,0.5751
2016-02-26,0.5543
2016-03-04,0.2373
2016-03-11,0.2735
2016-03-18,0.1604
2016-03-25,0.1633
2016-04-01,0.3812
2016-04-08,0.3383
2016-04-15,0.0929
2016-04-22,-0.0216
2016-04-29,0.0693
2016-05-06,0.2704
2016-05-13,0.1802
2016-05-20,0.0771
2016-05-27,-0.0021
2016-06-03,0.1271
2016-06-10,0.1544
2016-06-17,0.5687
2016-06-24,0.2578
2016-07-01,0.5836
2016-07-08,0.2076
2016-07-15,-0.0996
2016-07-22,0.0939
2016-07-29,0.2372
2016-08-05,0.3579
2016-08-12,0.2132
2016-08-19,0.1939
2016-08-26,0.2715
2016-09-02,0.2845
2016-09-09,0.2957
2016-09-16,0.5023
2016-09-23,0.3329
2016-09-30,0.3123
2016-10-07,0.0907
2016-10-14,0.2257
2016-10-21,0.1828
2016-10-28,0.108
2016-11-04,0.4958
2016-11-11,-0.0102
2016-11-18,-0.0334
2016-11-25,-0.1154
2016-12-02,-0.0052
2016-12-09,-0.2554
2016-12-16,-0.1531
2016-12-23,-0.098
2016-12-30,-0.0544
2017-01-06,-0.0968
2017-01-13,-0.108
2017-01-20,-0.0863
2017-01-27,-0.1999
2017-02-03,-0.1355
2017-02-10,-0.1748
2017-02-17,-0.2985
2017-02-24,-0.2231
2017-03-03,-0.3937
2017-03-10,-0.4092
2017-03-17,-0.3672
2017-03-24,-0.2407
2017-03-31,-0.4112
2017-04-07,-0.3831
2017-04-14,-0.2558
2017-04-21,-0.254
2017-04-28,-0.5832
2017-05-05,-0.5044
2017-05-12,-0.6114
2017-05-19,-0.4749
2017-05-26,-0.6579
2017-06-02,-0.6258
2017-06-09,-0.7149
2017-06-16,-0.7111
2017-06-23,-0.4812
2017-06-30,-0.5612
2017-07-07,-0.5936
2017-07-14,-0.5691
2017-07-21,-0.69
2017-07-28,-0.7233
2017-08-04,-0.6247
2017-08-11,-0.4635
2017-08-18,-0.4414
2017-08-25,-0.4643
2017-09-01,-0.5123
2017-09-08,-0.4276
2017-09-15,-0.674
2017-09-22,-0.7148
2017-09-29,-0.6649
2017-10-06,-0.7098
2017-10-13,-0.6729
2017-10-20,-0.7409
2017-10-27,-0.7449
2017-11-03,-0.7073
2017-11-10,-0.6788
2017-11-17,-0.675
2017-11-24,-0.83
2017-12-01,-0.785
2017-12-08,-0.7145
2017-12-15,-0.6514
2017-12-22,-0.6128
2017-12-29,-0.511
2018-01-05,-0.6302
2018-01-12,-0.7104
2018-01-19,-0.6514
2018-01-26,-0.6626
2018-02-02,-0.5072
2018-02-09,0.0962
2018-02-16,-0.2648
2018-02-23,-0.3442
2018-03-02,-0.0752
2018-03-09,-0.0997
2018-03-16,-0.0285
2018-03-23,0.2515
2018-03-30,0.3342
2018-04-06,0.3325
2018-04-13,0.1325
2018-04-20,-0.0694
2018-04-27,-0.0333
2018-05-04,0.0014
2018-05-11,-0.2421
2018-05-18,-0.3021
2018-05-25,-0.2352
2018-06-01,0.0573
2018-06-08,-0.3952
2018-06-15,-0.345
2018-06-22,-0.2778
2018-06-29,-0.0655
2018-07-06,-0.1946
2018-07-13,-0.4239
2018-07-20,-0.4605
2018-07-27,-0.5441
2018-08-03,-0.4502
2018-08-10,-0.5563
2018-08-17,-0.4499
2018-08-24,-0.633
2018-08-31,-0.6775
2018-09-07,-0.6038
2018-09-14,-0.718
2018-09-21,-0.8173
2018-09-28,-0.754
2018-10-05,-0.79
2018-10-12,-0.4461
2018-10-19,-0.5086
2018-10-26,-0.2139
2018-11-02,-0.2274
2018-11-09,-0.4735
2018-11-16,-0.0268
2018-11-23,0.0522
2018-11-30,-0.147
2018-12-07,0.2029
2018-12-14,0.2615
2018-12-21,0.5401
2018-12-28,0.6682
2019-01-04,0.3113
2019-01-11,-0.181
2019-01-18,-0.149
2019-01-25,-0.1261
2019-02-01,-0.1465
2019-02-08,-0.2923
2019-02-15,-0.358
2019-02-22,-0.5242
2019-03-01,-0.5847
2019-03-08,-0.4669
2019-03-15,-0.5717
2019-03-22,-0.5827
2019-03-29,-0.3215
2019-04-05,-0.6735
2019-04-12,-0.6566
2019-04-19,-0.7748
2019-04-26,-0.6355
2019-05-03,-0.6748
2019-05-10,-0.3813
2019-05-17,-0.3569
2019-05-24,-0.4776
2019-05-31,-0.1856
2019-06-07,-0.2078
2019-06-14,-0.4325
2019-06-21,-0.3442
2019-06-28,-0.3391
2019-07-05,-0.5274
2019-07-12,-0.453
2019-07-19,-0.3642
2019-07-26,-0.4924
2019-08-02,-0.2668
2019-08-09,0.2435
2019-08-16,0.1961
2019-08-23,-0.0932
2019-08-30,-0.0531
2019-09-06,-0.099
2019-09-13,-0.349
2019-09-20,-0.1536
2019-09-27,0.1
2019-10-04,0.3634
2019-10-11,0.1359
2019-10-18,-0.1368
2019-10-25,-0.1337
2019-11-01,-0.0695
2019-11-08,-0.1013
2019-11-15,-0.1087
2019-11-22,-0.0571
2019-11-29,-0.1947
2019-12-06,-0.0975
2019-12-13,-0.2731
2019-12-20,-0.3718
2019-12-27,-0.1865
2020-01-03,-0.2329
2020-01-10,-0.359
2020-01-17,-0.5271
2020-01-24,-0.4153
2020-01-31,-0.127
2020-02-07,-0.4669
2020-02-14,-0.5747
2020-02-21,-0.4507
2020-02-28,0.6621
2020-03-06,1.3326
2020-03-13,3.5039
2020-03-20,5.6635
2020-03-27,5.3772
2020-04-03,3.163
2020-04-10,2.617
2020-04-17,1.8823
2020-04-24,2.4081
2020-05-01,1.2461
2020-05-08,0.9466
2020-05-15,0.9195
2020-05-22,0.4332
2020-05-29,0.205
2020-06-05,-0.0878
2020-06-12,0.2767
2020-06-19,0.4817
2020-06-26,0.5077
2020-07-03,0.4198
2020-07-10,0.1195
2020-07-17,0.0731
2020-07-24,-0.2189
2020-07-31,-0.0693
2020-08-07,-0.1987
2020-08-14,-0.2601
2020-08-21,-0.0607
2020-08-28,-0.2621
2020-09-04,-0.1121
2020-09-11,0.0597
2020-09-18,-0.1255
2020-09-25,0.2586
2020-10-02,-0.0694
2020-10-09,-0.2304
2020-10-16,-0.0843
2020-10-23,0.0164
2020-10-30,0.3936
2020-11-06,-0.0687
2020-11-13,-0.4756
2020-11-20,-0.156
2020-11-27,-0.3923
2020-12-04,-0.4394
2020-12-11,-0.4145
2020-12-18,-0.3716
2020-12-25,-0.4126
2021-01-01,-0.47
2021-01-08,-0.4798
2021-01-15,-0.5232
2021-01-22,-0.5103
2021-01-29,-0.2616
2021-02-05,-0.5705
2021-02-12,-0.7565
2021-02-19,-0.6467
2021-02-26,-0.4381
2021-03-05,-0.3999
2021-03-12,-0.4925
2021-03-19,-0.5389
2021-03-26,-0.6184
2021-04-02,-0.7108
2021-04-09,-0.8101
2021-04-16,-0.7622
2021-04-23,-0.7121
2021-04-30,-0.7996
2021-05-07,-0.8004
2021-05-14,-0.7418
2021-05-21,-0.708
2021-05-28,-0.8069
2021-06-04,-0.8431
2021-06-11,-0.7895
2021-06-18,-0.7683
2021-06-25,-0.7987
2021-07-02,-0.8394
2021-07-09,-0.7073
2021-07-16,-0.797
2021-07-23,-0.5644
2021-07-30,-0.7605
2021-08-06,-0.6723
2021-08-13,-0.8571
2021-08-20,-0.6155
2021-08-27,-0.7637
2021-09-03,-0.7573
2021-09-10,-0.7082
2021-09-17,-0.6753
2021-09-24,-0.5406
2021-10-01,-0.6269
2021-10-08,-0.6342
2021-10-15,-0.7277
2021-10-22,-0.9018
2021-10-29,-0.8088
2021-11-05,-0.6797
2021-11-12,-0.7858
2021-11-19,-0.6856
2021-11-26,-0.4853
2021-12-03,-0.1672
2021-12-10,-0.7038
2021-12-17,-0.4967
2021-12-24,-0.5786
2021-12-31,-0.7677
2022-01-07,-0.6984
2022-01-14,-0.659
2022-01-21,-0.3817
2022-01-28,-0.2
2022-02-04,-0.5115
2022-02-11,-0.5838
2022-02-18,-0.1634
2022-02-25,-0.0045
2022-03-04,0.2958
2022-03-11,0.1519
2022-03-18,-0.3062
2022-03-25,-0.6093
2022-04-01,-0.4745
2022-04-08,-0.3683
2022-04-15,-0.2785
2022-04-22,-0.3842
2022-04-29,0.1824
2022-05-06,0.2118
2022-05-13,0.5613
2022-05-20,0.3062
2022-05-27,0.2803
2022-06-03,-0.1614
2022-06-10,-0.0468
2022-06-17,0.0348
2022-06-24,0.377
2022-07-01,0.6124
2022-07-08,0.4266
2022-07-15,0.0665
2022-07-22,-0.2732
2022-07-29,-0.1936
2022-08-05,-0.4828
2022-08-12,-0.4033
2022-08-19,-0.3679
2022-08-26,-0.2039
2022-09-02,-0.1353
2022-09-09,-0.3095
2022-09-16,-0.437
2022-09-23,0.1338
2022-09-30,0.5225
2022-10-07,0.1667
2022-10-14,0.2894
2022-10-21,-0.1472
2022-10-28,-0.2933
2022-11-04,-0.3869
2022-11-11,-0.3225
2022-11-18,-0.2252
2022-11-25,-0.2278
2022-12-02,-0.1172
2022-12-09,0.122
2022-12-16,0.0079
2022-12-23,0.0265
2022-12-30,-0.0383
2023-01-06,-0.1651
2023-01-13,-0.423
2023-01-20,-0.3908
2023-01-27,-0.511
2023-02-03,-0.5509
2023-02-10,-0.6103
2023-02-17,-0.4691
2023-02-24,-0.2309
2023-03-03,-0.4473
2023-03-10,-0.0888
2023-03-17,1.101
2023-03-24,0.2685
2023-03-31,-0.2719
2023-04-07,-0.095
2023-04-14,-0.4843
2023-04-21,-0.6583
2023-04-28,-0.2917
2023-05-05,-0.3311
2023-05-12,-0.5114
2023-05-19,-0.4448
2023-05-26,-0.3224
2023-06-02,-0.4709
2023-06-09,-0.6974
2023-06-16,-0.6117
2023-06-23,-0.5882
2023-06-30,-0.6966
2023-07-07,-0.7498
2023-07-14,-0.6935
2023-07-21,-0.7373
2023-07-28,-0.7592
2023-08-04,-0.7171
2023-08-11,-0.6589
2023-08-18,-0.6206
2023-08-25,-0.6795
2023-09-01,-0.6921
2023-09-08,-0.7146
2023-09-15,-0.7123
2023-09-22,-0.7178
2023-09-29,-0.4974
2023-10-06,-0.4259
2023-10-13,-0.5394
2023-10-20,-0.327
2023-10-27,-0.3466
2023-11-03,-0.6061
2023-11-10,-0.7309
2023-11-17,-0.6225
2023-11-24,-0.7338
2023-12-01,-0.5329
2023-12-08,-0.5001
2023-12-15,-0.6091
2023-12-22,-0.4369
2023-12-29,-0.4177
2024-01-05,-0.556
2024-01-12,-0.7095
2024-01-19,-0.8072
2024-01-26,-0.8325
2024-02-02,-0.7556
2024-02-09,-0.5989
2024-02-16,-0.6437
2024-02-23,-0.6721
2024-03-01,-0.7908
2024-03-08,-0.7915
2024-03-15,-0.9233
2024-03-22,-0.9419
2024-03-29,-0.9336
2024-04-05,-0.8438
2024-04-12,-0.7943
2024-04-19,-0.4158
2024-04-26,-0.8403
2024-05-03,-0.8293
2024-05-10,-0.9219
2024-05-17,-0.9093
2024-05-24,-0.9597
2024-05-31,-0.8498
2024-06-07,-0.8425
2024-06-14,-0.8695
2024-06-21,-0.8304
2024-06-28,-0.8354
2024-07-05,-0.8271
2024-07-12,-0.831
2024-07-19,-0.6633
2024-07-26,-0.6213
2024-08-02,-0.3392
2024-08-09,-0.1617
2024-08-16,-0.7375
2024-08-23,-0.6475
2024-08-30,-0.6492
2024-09-06,-0.39
2024-09-13,-0.3153
2024-09-20,-0.4432
2024-09-27,-0.2692
2024-10-04,-0.6097
2024-10-11,-0.5873
2024-10-18,-0.5332
2024-10-25,-0.3834
2024-11-01,-0.2937
2024-11-08,-0.5637
2024-11-15,-0.7991
2024-11-22,-0.6115
2024-11-29,-0.6179
2024-12-06,-0.5285
2024-12-13,-0.5785
2024-12-20,-0.4953
2024-12-27,-0.622
2025-01-03,-0.6196
2025-01-10,-0.7993
2025-01-17,-0.8247
2025-01-24,-0.9739
2025-01-31,-0.761
2025-02-07,-0.7826
2025-02-14,-0.828
2025-02-21,-0.7594
2025-02-28,-0.4534
2025-03-07,-0.3526
2025-03-14,-0.2118
2025-03-21,-0.6421
2025-03-28,-0.6216
2025-04-04,0.1021
2025-04-11,0.5879
2025-04-18,-0.1991
2025-04-25,-0.2652
2025-05-02,-0.3409
2025-05-09,-0.4661
2025-05-16,-0.8959
2025-05-23,-0.4987
2025-05-30,-0.5358
2025-06-06,-0.8056
2025-06-13,-0.7829
2025-06-20,-0.6514
2025-06-27,-0.7036
2025-07-04,-0.8786
2025-07-11,-0.7509
2025-07-18,-0.7161
2025-07-25,-0.8007
2025-08-01,-0.6817
2025-08-08,-0.5715
2025-08-15,-0.8202
2025-08-22,-0.7542
2025-08-29,-0.6088
2025-09-05,-0.4238
2025-09-12,-0.5677
2025-09-19,-0.5946
2025-09-26,-0.5384
2025-10-03,-0.4975
2025-10-10,-0.4868
2025-10-17,-0.3698
2025-10-24,-0.5115
2025-10-31,-0.4615
2025-11-07,-0.3118
2025-11-14,-0.5081
2025-11-21,-0.1327
2025-11-28,-0.3953
2025-12-05,-0.4245
2025-12-12,-0.358
2025-12-19,-0.3382
2025-12-26,-0.579
